Date,Open,High,Low,Close,SP,Chg,%Chg,Vol,OI,Series
3/11/2020,754.0,765.1,753.2,765.0,764.60,16.50,2.21%,"189,606","408,988",Z20
4/11/2020,760.1,769.0,756.1,762.3,762.40,-2.20,-0.29%,"269,379","406,278",Z20
5/11/2020,769.0,801.0,767.1,800.7,800.20,37.80,4.96%,"368,421","411,745",Z20
6/11/2020,800.0,805.0,787.1,795.2,795.20,-5.00,-0.62%,"288,734","405,625",Z20
9/11/2020,810.1,828.0,808.5,820.0,819.60,24.40,3.07%,"328,206","399,415",Z20
10/11/2020,839.0,880.4,838.5,878.2,877.30,57.70,7.04%,"436,471","360,485",Z20
11/11/2020,896.0,903.4,865.8,878.2,877.80,0.50,0.06%,"378,107","351,645",Z20
12/11/2020,870.5,874.7,859.4,866.5,866.10,-11.70,-1.33%,"266,860","359,262",Z20
13/11/2020,859.0,881.9,856.5,877.4,877.50,11.40,1.32%,"310,933","358,243",Z20
16/11/2020,890.0,893.7,876.0,878.9,879.20,1.70,0.19%,"206,659","359,769",Z20
17/11/2020,879.0,888.0,870.6,876.4,876.70,-2.50,-0.28%,"257,957","343,850",Z20
18/11/2020,872.1,900.0,869.2,896.2,893.60,16.90,1.93%,"272,997","348,085",Z20
19/11/2020,887.0,894.8,885.0,889.6,889.80,-3.80,-0.43%,"240,459","351,613",Z20
20/11/2020,887.0,907.2,884.3,903.6,903.90,14.10,1.58%,"221,768","347,941",Z20
23/11/2020,905.4,930.7,904.1,928.0,928.20,24.30,2.69%,"252,961","307,831",Z20
24/11/2020,932.0,938.3,911.6,913.4,913.30,-14.90,-1.61%,"293,474","307,589",Z20
25/11/2020,929.0,935.7,903.2,927.1,927.30,14.00,1.53%,"385,649","320,855",Z20
26/11/2020,927.1,935.7,921.2,935.3,935.00,7.70,0.83%,"218,045","313,712",Z20
27/11/2020,931.6,937.8,927.7,930.6,930.90,-4.10,-0.44%,"203,463","310,870",Z20
30/11/2020,924.6,927.5,907.6,910.0,909.20,-21.70,-2.33%,"247,214","309,641",Z20
1/12/2020,916.0,926.0,915.1,919.1,918.80,9.60,1.06%,"227,471","305,184",Z20
2/12/2020,916.0,925.0,912.3,917.6,918.20,-0.60,-0.07%,"248,755","297,018",Z20
3/12/2020,922.5,934.4,919.0,928.2,927.90,9.70,1.06%,"202,601","292,716",Z20
4/12/2020,926.9,944.8,926.5,941.2,940.60,12.70,1.37%,"210,176","283,892",Z20
8/12/2020,940.0,959.3,929.9,954.1,953.90,13.30,1.41%,"251,695","283,000",Z20
9/12/2020,959.0,967.0,953.1,959.2,959.60,5.70,0.60%,"231,066","274,622",Z20
14/12/2020,964.5,964.5,944.5,947.8,947.50,-12.10,-1.26%,"216,651","282,174",Z20
15/12/2020,939.2,949.5,935.0,947.5,947.60,0.10,0.01%,"191,112","267,976",Z20
16/12/2020,952.0,955.8,942.8,951.0,950.60,3.00,0.32%,"167,354","261,852",Z20
17/12/2020,949.1,960.5,946.0,946.3,947.60,-3.00,-0.32%,"172,955","259,834",Z20
18/12/2020,943.5,953.2,940.5,946.5,945.80,-1.80,-0.19%,"192,575","262,522",Z20
21/12/2020,912.0,925.7,878.3,878.3,880.20,-65.60,-6.94%,"290,959","244,343",Z20
22/12/2020,895.0,910.5,880.6,907.4,907.40,27.20,3.09%,"279,059","227,432",Z20
23/12/2020,904.6,915.4,889.0,889.3,889.70,-17.70,-1.95%,"258,498","233,371",Z20
24/12/2020,896.2,914.3,890.2,909.5,909.30,19.60,2.20%,"219,349","192,537",Z20
25/12/2020,910.0,922.7,909.0,922.7,922.00,12.70,1.40%,"97,121","140,114",Z20
28/12/2020,922.1,927.9,905.0,908.3,908.10,-13.90,-1.51%,"149,648","96,451",Z20
29/12/2020,913.0,923.8,905.7,922.7,922.59,14.49,1.60%,"46,709","33,935",Z20
4/1/2021,888.9,923.1,886.2,923.0,922.50,17.00,1.88%,"264,422","283,378",H21
5/1/2021,917.9,952.5,913.5,949.5,949.40,26.90,2.92%,"314,619","283,183",H21
6/1/2021,950.5,953.4,930.7,938.0,938.50,-10.90,-1.15%,"285,807","275,966",H21
7/1/2021,947.5,956.9,941.3,949.7,949.80,11.30,1.20%,"234,909","279,951",H21
8/1/2021,958.4,974.5,957.3,969.4,970.90,21.10,2.22%,"232,273","279,802",H21
11/1/2021,970.0,979.0,963.1,968.1,968.20,-2.70,-0.28%,"215,074","283,689",H21
12/1/2021,970.0,974.1,962.1,971.2,971.50,3.30,0.34%,"175,690","290,210",H21
13/1/2021,975.0,988.0,971.6,977.0,976.80,5.30,0.55%,"207,239","286,924",H21
14/1/2021,977.0,980.7,964.1,968.4,968.70,-8.10,-0.83%,"200,261","291,302",H21
15/1/2021,968.9,972.4,948.5,953.5,954.10,-14.60,-1.51%,"245,275","297,361",H21
18/1/2021,950.0,951.0,939.0,946.4,946.10,-8.00,-0.84%,"166,335","301,871",H21
19/1/2021,954.5,962.4,949.5,949.9,950.60,4.50,0.48%,"182,667","292,584",H21
20/1/2021,953.8,957.3,945.2,945.9,946.10,-4.50,-0.47%,"186,989","296,800",H21
21/1/2021,951.0,959.7,942.0,950.0,949.20,3.10,0.33%,"193,716","300,095",H21
22/1/2021,947.0,947.0,930.3,930.3,931.80,-17.40,-1.83%,"204,692","306,085",H21
25/1/2021,937.0,938.2,925.5,936.0,935.40,3.60,0.39%,"177,227","314,101",H21
26/1/2021,928.9,949.7,926.2,948.0,946.70,11.30,1.21%,"206,003","309,814",H21
27/1/2021,946.0,946.0,929.5,931.8,932.10,-14.60,-1.54%,"192,206","314,321",H21
28/1/2021,921.5,924.5,910.1,912.0,912.10,-20.00,-2.15%,"224,718","312,490",H21
29/1/2021,916.0,918.0,905.0,909.0,909.40,-2.70,-0.30%,"223,507","318,519",H21
1/2/2021,909.0,923.3,903.5,917.8,917.50,8.10,0.89%,"191,903","313,344",H21
2/2/2021,924.1,930.3,918.6,926.9,926.50,9.00,0.98%,"184,441","308,997",H21
3/2/2021,932.3,934.2,918.0,921.3,920.50,-6.00,-0.65%,"198,835","314,529",H21
4/2/2021,921.0,925.3,911.8,913.9,914.70,-5.80,-0.63%,"196,522","314,954",H21
5/2/2021,921.5,931.4,918.6,931.3,930.30,15.60,1.71%,"171,211","309,927",H21
8/2/2021,937.0,943.4,935.5,942.4,942.20,11.90,1.28%,"128,356","308,504",H21
9/2/2021,946.9,951.5,943.2,944.8,945.00,2.80,0.30%,"146,576","298,795",H21
10/2/2021,949.0,950.3,942.5,950.0,949.50,4.50,0.48%,"133,907","300,193",H21
11/2/2021,952.8,953.0,933.3,934.8,937.60,-11.90,-1.25%,"182,393","304,999",H21
15/2/2021,939.5,948.0,936.6,944.6,944.00,6.40,0.68%,"129,751","296,315",H21
16/2/2021,947.0,948.9,941.4,943.6,944.70,0.70,0.07%,"122,274","298,514",H21
17/2/2021,941.0,944.0,933.9,934.5,934.20,-10.50,-1.11%,"166,288","304,809",H21
18/2/2021,934.0,938.3,929.2,933.3,933.20,-1.00,-0.11%,"149,288","308,455",H21
19/2/2021,928.0,928.9,920.5,928.8,928.30,-4.90,-0.53%,"145,375","312,449",H21
22/2/2021,927.0,929.0,908.6,912.9,913.10,-15.20,-1.64%,"160,714","320,821",H21
23/2/2021,917.0,933.3,915.5,926.6,926.40,13.30,1.46%,"202,674","312,951",H21
24/2/2021,929.5,932.3,916.5,924.5,924.60,-1.80,-0.19%,"177,059","300,653",H21
25/2/2021,936.0,936.7,922.0,927.6,927.70,3.10,0.34%,"189,552","303,965",H21
1/3/2021,918.9,932.6,917.2,930.0,929.70,2.00,0.22%,"171,569","307,953",H21
2/3/2021,928.5,931.7,925.4,928.9,929.00,-0.70,-0.08%,"145,445","295,109",H21
3/3/2021,931.0,963.4,931.0,963.0,962.40,33.40,3.60%,"220,537","311,130",H21
4/3/2021,955.0,958.3,946.7,953.7,953.30,-9.10,-0.95%,"180,556","296,224",H21
5/3/2021,946.0,966.7,940.3,958.0,957.00,3.70,0.39%,"255,009","291,449",H21
8/3/2021,964.0,969.5,952.0,954.0,954.50,-2.50,-0.26%,"170,254","282,839",H21
9/3/2021,958.5,960.5,949.2,959.5,959.20,4.70,0.49%,"159,401","277,926",H21
10/3/2021,957.0,975.6,955.3,970.7,970.90,11.70,1.22%,"170,374","279,124",H21
11/3/2021,976.4,984.9,973.0,977.3,977.10,6.20,0.64%,"138,963","277,344",H21
12/3/2021,977.1,983.5,966.9,973.9,973.80,-3.30,-0.34%,"167,381","281,643",H21
15/3/2021,977.9,978.5,963.3,969.0,968.90,-4.90,-0.50%,"151,630","263,436",H21
16/3/2021,967.5,973.0,960.5,963.0,963.50,-5.40,-0.56%,"149,642","265,544",H21
17/3/2021,960.7,971.0,958.5,965.6,965.50,2.00,0.21%,"152,961","249,983",H21
18/3/2021,975.0,978.3,963.0,966.0,966.60,1.10,0.11%,"170,319","245,313",H21
19/3/2021,957.1,961.2,953.0,958.0,958.10,-8.50,-0.88%,"153,126","239,026",H21
22/3/2021,953.1,963.0,950.5,956.8,957.10,-1.00,-0.10%,"128,971","236,734",H21
23/3/2021,958.6,962.7,954.0,958.4,958.40,1.30,0.14%,"115,863","233,129",H21
24/3/2021,953.0,961.8,949.8,961.5,960.80,2.40,0.25%,"124,609","229,560",H21
25/3/2021,961.1,968.0,958.4,958.4,959.00,-1.80,-0.19%,"168,934","224,417",H21
26/3/2021,960.5,970.0,957.5,962.2,962.70,3.70,0.39%,"183,409","183,490",H21
29/3/2021,966.3,973.3,965.3,969.5,969.20,6.50,0.68%,"106,773","88,198",H21
30/3/2021,973.0,975.3,968.3,973.6,973.64,4.44,0.46%,"39,361","48,955",H21
31/3/2021,967.5,969.8,964.5,964.7,965.10,-2.90,-0.30%,"105,194","261,833",M21
1/4/2021,967.0,973.5,965.6,969.0,969.00,3.90,0.40%,"117,927","264,589",M21
2/4/2021,972.0,974.8,969.0,971.4,971.70,2.70,0.28%,"75,892","264,826",M21
5/4/2021,972.5,972.9,956.7,962.0,961.80,-9.90,-1.02%,"150,221","263,101",M21
7/4/2021,954.8,957.9,944.8,944.9,945.50,-16.30,-1.69%,"172,067","274,906",M21
8/4/2021,945.0,949.0,942.5,945.4,945.00,-0.50,-0.05%,"123,338","278,164",M21
9/4/2021,942.0,956.1,942.0,950.4,950.60,5.60,0.59%,"155,918","285,627",M21
12/4/2021,947.0,948.4,934.6,938.9,939.30,-11.30,-1.19%,"162,627","279,256",M21
16/4/2021,937.0,944.1,934.5,942.5,942.80,3.50,0.37%,"157,506","292,076",M21
19/4/2021,945.5,957.4,943.6,954.9,954.90,12.10,1.28%,"161,105","298,244",M21
20/4/2021,953.9,959.8,952.1,959.1,959.00,4.10,0.43%,"130,893","293,084",M21
21/4/2021,955.0,959.4,953.7,956.1,956.90,-2.10,-0.22%,"122,749","296,100",M21
22/4/2021,959.5,960.8,945.1,949.0,949.10,-7.80,-0.82%,"168,668","294,640",M21
23/4/2021,944.2,944.7,936.4,937.3,937.90,-11.20,-1.18%,"142,469","303,527",M21
26/4/2021,935.5,943.0,933.2,940.0,940.00,2.10,0.22%,"132,829","305,345",M21
27/4/2021,941.0,945.5,936.1,939.1,938.80,-1.20,-0.13%,"143,121","303,442",M21
28/4/2021,942.0,952.6,941.4,949.6,949.00,10.20,1.09%,"158,082","302,202",M21
29/4/2021,954.7,965.0,953.7,963.2,962.50,13.50,1.42%,"160,771","308,741",M21
30/4/2021,960.5,962.3,953.2,955.7,955.50,-7.00,-0.73%,"139,561","302,000",M21
5/5/2021,952.0,952.9,918.3,918.3,919.20,-36.30,-3.80%,"363,156","364,212",M21
6/5/2021,922.5,945.3,921.3,940.0,939.80,20.60,2.24%,"268,463","327,671",M21
7/5/2021,944.9,956.7,944.6,954.7,954.50,14.70,1.56%,"208,606","312,620",M21
10/5/2021,961.4,965.0,947.0,958.0,957.70,3.20,0.34%,"187,171","301,359",M21
11/5/2021,947.3,957.0,945.2,956.9,956.20,-1.50,-0.16%,"199,193","299,155",M21
12/5/2021,954.0,954.7,940.0,949.1,949.50,-6.70,-0.70%,"240,141","297,099",M21
13/5/2021,939.0,939.9,906.3,930.5,930.50,-19.00,-2.00%,"332,972","315,455",M21
14/5/2021,941.5,942.0,923.7,935.0,935.20,4.70,0.51%,"253,525","314,282",M21
17/5/2021,929.5,939.9,925.0,934.8,935.00,-0.20,-0.02%,"198,434","306,013",M21
18/5/2021,941.1,949.8,940.7,947.3,947.20,12.20,1.30%,"150,002","300,559",M21
19/5/2021,942.5,945.4,938.4,941.1,941.10,-6.10,-0.64%,"145,488","294,080",M21
20/5/2021,941.0,944.9,934.7,935.9,935.90,-5.20,-0.55%,"171,488","292,847",M21
21/5/2021,938.8,940.8,932.0,937.8,937.90,2.00,0.21%,"151,621","286,726",M21
24/5/2021,936.0,938.8,933.2,934.5,934.40,-3.50,-0.37%,"111,032","292,689",M21
25/5/2021,941.5,948.0,939.7,945.0,944.70,10.30,1.10%,"160,442","295,737",M21
27/5/2021,943.1,960.0,943.1,952.8,952.80,8.10,0.86%,"204,772","307,477",M21
28/5/2021,959.2,964.5,954.7,957.3,957.10,4.30,0.45%,"154,730","301,745",M21
31/5/2021,958.0,961.5,951.6,961.4,961.30,4.20,0.44%,"135,320","305,052",M21
1/6/2021,963.0,983.8,962.8,981.7,981.10,19.80,2.06%,"196,724","314,719",M21
2/6/2021,984.5,984.9,974.1,978.3,978.40,-2.70,-0.28%,"164,771","313,828",M21
4/6/2021,974.2,977.5,969.2,970.5,969.90,-8.50,-0.87%,"149,125","309,466",M21
7/6/2021,971.0,980.2,969.6,970.5,970.70,0.80,0.08%,"151,599","302,368",M21
8/6/2021,970.3,973.5,965.7,969.4,969.60,-1.10,-0.11%,"144,424","308,476",M21
9/6/2021,972.0,982.0,971.2,978.4,978.20,8.60,0.89%,"144,231","300,600",M21
10/6/2021,983.5,986.3,976.7,982.0,980.90,2.70,0.28%,"131,300","298,139",M21
11/6/2021,984.0,990.6,981.1,990.4,989.90,9.00,0.92%,"130,624","300,287",M21
14/6/2021,994.3,995.2,984.1,987.4,987.60,-2.30,-0.23%,"117,233","300,744",M21
15/6/2021,986.8,986.9,976.6,979.3,979.50,-8.10,-0.82%,"139,806","302,500",M21
16/6/2021,979.4,982.4,975.0,978.1,978.30,-1.20,-0.12%,"115,417","306,560",M21
17/6/2021,974.1,979.8,970.5,971.9,972.00,-6.30,-0.64%,"137,031","302,626",M21
18/6/2021,973.9,974.0,964.2,970.2,970.70,-1.30,-0.13%,"152,558","298,752",M21
21/6/2021,958.0,964.3,952.9,960.1,960.30,-10.40,-1.07%,"151,660","292,633",M21
22/6/2021,965.0,968.2,960.1,960.4,960.70,0.40,0.04%,"110,291","287,158",M21
23/6/2021,965.0,967.7,957.5,958.1,958.40,-2.30,-0.24%,"146,931","277,605",M21
24/6/2021,957.0,957.0,947.3,955.0,955.40,-3.00,-0.31%,"198,083","284,193",M21
25/6/2021,957.0,960.6,950.7,954.5,954.40,-1.00,-0.10%,"198,643","234,043",M21
28/6/2021,948.0,953.0,945.3,951.0,951.00,-3.40,-0.36%,"137,655","125,529",M21
29/6/2021,952.0,965.0,949.0,955.3,955.21,4.21,0.44%,"47,111","51,204",M21
30/6/2021,952.2,956.0,945.0,947.1,947.50,-5.40,-0.57%,"150,981","315,448",U21
1/7/2021,948.0,955.0,945.2,951.6,951.10,3.60,0.38%,"141,586","315,117",U21
2/7/2021,951.2,951.6,940.3,943.3,943.50,-7.60,-0.80%,"174,160","326,168",U21
5/7/2021,943.2,946.0,939.9,944.8,944.80,1.30,0.14%,"110,774","318,562",U21
6/7/2021,947.3,952.0,947.3,949.4,949.20,4.40,0.47%,"128,051","322,554",U21
7/7/2021,945.1,947.4,940.3,941.3,941.40,-7.80,-0.82%,"148,284","325,686",U21
8/7/2021,933.3,934.7,920.5,925.3,925.30,-16.10,-1.71%,"188,894","339,529",U21
9/7/2021,921.9,930.4,920.5,930.0,929.90,4.60,0.50%,"177,313","335,925",U21
12/7/2021,933.0,933.6,924.1,926.0,926.00,-3.90,-0.42%,"121,888","337,322",U21
13/7/2021,929.9,939.5,929.6,937.3,937.30,11.30,1.22%,"166,433","343,298",U21
14/7/2021,935.5,938.6,932.1,936.1,936.10,-1.20,-0.13%,"145,788","337,077",U21
15/7/2021,937.0,938.6,933.7,934.5,934.90,-1.20,-0.13%,"132,895","336,028",U21
16/7/2021,932.7,936.0,928.5,935.3,935.20,0.30,0.03%,"147,975","335,706",U21
19/7/2021,922.0,925.5,919.4,922.4,922.30,-12.90,-1.38%,"146,973","341,434",U21
20/7/2021,920.0,921.6,911.2,914.6,914.60,-7.70,-0.83%,"186,448","346,854",U21
21/7/2021,915.0,918.4,912.2,916.1,916.30,1.70,0.19%,"144,448","345,075",U21
22/7/2021,920.4,924.5,920.3,923.9,923.80,7.50,0.82%,"127,942","340,268",U21
23/7/2021,922.0,922.0,915.2,917.0,917.50,-6.30,-0.68%,"136,771","324,681",U21
27/7/2021,915.0,916.6,907.5,910.6,911.00,-6.50,-0.71%,"147,142","327,064",U21
29/7/2021,910.0,916.0,909.1,915.0,914.90,3.90,0.43%,"145,775","325,694",U21
30/7/2021,913.9,913.9,903.3,905.8,906.10,-8.80,-0.96%,"190,629","321,634",U21
2/8/2021,905.5,910.3,901.8,910.2,910.00,3.90,0.43%,"143,536","326,892",U21
3/8/2021,906.5,915.3,906.0,914.5,914.60,4.60,0.51%,"144,640","330,113",U21
4/8/2021,914.2,920.5,910.9,918.9,918.90,4.30,0.47%,"164,700","327,159",U21
5/8/2021,917.0,918.7,904.8,907.0,907.20,-11.70,-1.27%,"221,384","327,475",U21
6/8/2021,908.0,908.9,896.2,900.2,900.40,-6.80,-0.75%,"201,856","328,525",U21
9/8/2021,903.8,917.3,903.0,914.8,914.70,14.30,1.59%,"197,826","339,980",U21
10/8/2021,914.0,919.3,911.0,913.3,913.50,-1.20,-0.13%,"176,142","334,128",U21
11/8/2021,916.4,921.7,908.0,910.9,910.70,-2.80,-0.31%,"228,949","343,557",U21
13/8/2021,909.0,914.0,905.3,913.2,913.10,2.40,0.26%,"210,519","356,392",U21
16/8/2021,909.8,918.7,905.4,917.8,917.70,4.60,0.50%,"212,181","354,356",U21
17/8/2021,919.9,924.5,914.0,924.4,924.20,6.50,0.71%,"190,259","359,403",U21
18/8/2021,924.0,928.5,922.0,926.0,926.10,1.90,0.21%,"164,864","363,601",U21
19/8/2021,921.2,924.5,918.6,920.7,920.90,-5.20,-0.56%,"181,546","370,900",U21
20/8/2021,922.8,925.8,919.6,925.1,924.90,4.00,0.43%,"170,538","382,126",U21
23/8/2021,934.0,951.8,933.3,948.6,949.20,24.30,2.63%,"246,310","376,616",U21
24/8/2021,955.0,960.7,951.0,954.0,953.80,4.60,0.48%,"201,129","363,909",U21
25/8/2021,954.0,962.8,952.8,961.1,960.90,7.10,0.74%,"187,874","359,213",U21
26/8/2021,959.1,961.5,955.5,960.0,960.00,-0.90,-0.09%,"139,515","354,841",U21
27/8/2021,961.7,970.3,957.7,967.4,966.30,6.30,0.66%,"182,621","339,698",U21
30/8/2021,972.0,986.8,971.4,984.3,983.90,17.60,1.82%,"171,585","336,633",U21
31/8/2021,980.0,991.0,979.3,984.8,984.80,0.90,0.09%,"196,145","341,894",U21
1/9/2021,985.6,991.7,982.2,985.5,985.70,0.90,0.09%,"168,305","342,075",U21
2/9/2021,984.5,999.4,982.9,996.5,995.50,9.80,0.99%,"193,469","349,893",U21
3/9/2021,998.8,"1,002.7",994.2,998.8,998.80,3.30,0.33%,"164,430","347,236",U21
6/9/2021,998.4,999.1,991.7,995.2,995.40,-3.40,-0.34%,"119,003","330,503",U21
7/9/2021,995.0,"1,004.9",986.2,986.6,986.90,-8.50,-0.85%,"201,765","328,818",U21
8/9/2021,985.0,990.7,981.6,990.4,990.50,3.60,0.36%,"155,951","329,934",U21
9/9/2021,988.0,992.5,976.6,977.5,977.30,-13.20,-1.33%,"201,555","331,643",U21
10/9/2021,982.0,987.5,973.4,984.1,983.90,6.60,0.68%,"187,351","321,253",U21
13/9/2021,981.5,986.7,977.3,979.3,979.30,-4.60,-0.47%,"183,492","321,971",U21
14/9/2021,983.5,985.0,972.7,973.3,973.30,-6.00,-0.61%,"186,764","320,208",U21
15/9/2021,971.0,976.4,970.0,974.5,974.90,1.60,0.16%,"132,883","308,477",U21
16/9/2021,977.2,979.6,974.0,976.0,976.20,1.30,0.13%,"115,342","299,646",U21
17/9/2021,974.5,976.2,966.6,970.4,970.50,-5.70,-0.58%,"182,983","306,322",U21
20/9/2021,961.0,964.9,956.6,956.8,957.30,-13.20,-1.36%,"134,015","297,980",U21
21/9/2021,960.0,966.9,952.4,965.6,965.50,8.20,0.86%,"181,636","298,255",U21
22/9/2021,964.1,969.9,960.5,966.8,966.40,0.90,0.09%,"140,234","291,010",U21
23/9/2021,970.5,984.3,970.5,980.4,980.30,13.90,1.44%,"204,247","282,898",U21
27/9/2021,984.5,984.8,970.0,970.2,971.80,-8.50,-0.87%,"218,998","261,749",U21
28/9/2021,971.0,978.0,967.1,968.6,968.80,-3.00,-0.31%,"145,249","107,449",U21
29/9/2021,963.1,976.0,963.1,970.2,970.27,1.47,0.15%,"43,935","30,889",U21
30/9/2021,973.0,973.0,958.4,962.0,962.20,-8.90,-0.92%,"220,600","333,284",Z21
1/10/2021,956.6,964.4,953.3,959.8,960.10,-2.10,-0.22%,"200,544","322,308",Z21
4/10/2021,962.9,970.9,960.5,967.1,967.00,6.90,0.72%,"155,750","319,456",Z21
5/10/2021,965.2,977.2,963.1,974.9,974.60,7.60,0.79%,"179,871","331,279",Z21
6/10/2021,973.8,976.5,965.5,966.0,966.30,-8.30,-0.85%,"189,865","337,682",Z21
7/10/2021,972.0,983.2,971.7,980.7,979.70,13.40,1.39%,"194,194","343,624",Z21
8/10/2021,985.9,987.3,980.3,983.3,983.20,3.50,0.36%,"131,794","337,009",Z21
11/10/2021,986.6,988.9,976.6,981.3,981.20,-2.00,-0.20%,"132,645","338,623",Z21
12/10/2021,985.7,991.0,982.6,987.6,987.40,6.20,0.63%,"129,675","343,351",Z21
14/10/2021,993.0,994.0,983.3,987.9,987.40,-,-,"145,559","347,819",Z21
15/10/2021,989.0,992.0,984.5,986.5,986.50,-0.90,-0.09%,"125,500","349,164",Z21
18/10/2021,987.0,991.5,985.5,991.0,990.90,4.40,0.45%,"109,617","354,906",Z21
19/10/2021,993.5,994.9,978.5,982.0,981.80,-9.10,-0.92%,"192,303","357,253",Z21
20/10/2021,980.0,984.7,979.6,983.2,983.30,1.50,0.15%,"98,536","355,258",Z21
21/10/2021,986.2,989.3,982.0,988.5,988.20,4.90,0.50%,"123,293","351,707",Z21
25/10/2021,991.0,991.9,979.3,979.3,980.20,-8.00,-0.81%,"149,275","363,508",Z21
26/10/2021,980.3,984.8,975.9,984.2,984.00,3.80,0.39%,"159,083","360,489",Z21
27/10/2021,981.5,981.6,975.5,975.8,975.90,-8.10,-0.82%,"132,727","360,399",Z21
28/10/2021,973.8,978.7,972.1,975.1,975.00,-0.90,-0.09%,"109,163","359,159",Z21
29/10/2021,975.0,977.0,971.2,974.5,974.70,-0.30,-0.03%,"116,654","363,095",Z21
1/11/2021,978.5,979.5,966.7,970.8,970.80,-3.90,-0.40%,"184,332","369,525",Z21
2/11/2021,970.1,974.0,967.5,971.5,971.50,0.70,0.07%,"114,080","360,768",Z21
3/11/2021,973.8,975.0,968.0,972.0,971.90,0.40,0.04%,"130,549","360,469",Z21
4/11/2021,972.9,981.8,968.3,979.0,978.90,7.00,0.72%,"186,831","365,370",Z21
5/11/2021,979.1,980.4,975.4,978.5,978.60,-0.30,-0.03%,"109,538","361,673",Z21
8/11/2021,979.4,984.9,976.1,978.1,978.20,-0.40,-0.04%,"134,250","359,165",Z21
9/11/2021,979.5,982.3,976.4,978.7,979.00,0.80,0.08%,"116,796","355,156",Z21
10/11/2021,975.0,978.8,970.5,977.5,977.20,-1.80,-0.18%,"129,083","353,872",Z21
11/11/2021,975.0,980.0,974.1,979.2,979.10,1.90,0.19%,"106,184","353,720",Z21
12/11/2021,980.1,982.5,979.5,980.2,980.40,1.30,0.13%,"84,780","356,296",Z21
15/11/2021,982.0,984.3,979.7,983.3,983.30,2.90,0.30%,"83,686","346,386",Z21
16/11/2021,984.0,989.0,983.6,986.5,986.50,3.20,0.33%,"108,868","355,432",Z21
17/11/2021,986.0,988.7,983.5,984.1,984.20,-2.30,-0.23%,"102,688","358,761",Z21
18/11/2021,982.0,988.0,980.1,986.9,986.60,2.40,0.24%,"101,829","356,029",Z21
19/11/2021,986.9,990.9,982.0,982.2,982.80,-3.80,-0.39%,"142,785","352,712",Z21
22/11/2021,982.5,990.0,980.2,987.5,987.30,4.50,0.46%,"122,047","360,514",Z21
23/11/2021,985.5,989.5,984.8,986.4,986.30,-1.00,-0.10%,"92,567","361,886",Z21
24/11/2021,986.5,993.4,985.5,988.3,988.30,2.00,0.20%,"144,038","362,969",Z21
25/11/2021,990.0,991.2,986.0,987.5,987.40,-0.90,-0.09%,"94,769","359,203",Z21
26/11/2021,981.2,982.6,958.3,961.0,961.10,-26.30,-2.66%,"266,146","364,183",Z21
29/11/2021,963.1,966.4,945.3,946.3,946.50,-14.60,-1.52%,"272,807","356,104",Z21
30/11/2021,950.0,958.5,928.8,928.8,929.30,-17.20,-1.82%,"307,166","341,874",Z21
1/12/2021,936.0,945.8,928.8,945.2,945.50,16.20,1.74%,"278,570","331,144",Z21
2/12/2021,941.0,947.8,937.3,947.4,947.40,1.90,0.20%,"165,506","319,618",Z21
3/12/2021,947.5,949.0,942.1,942.1,942.30,-5.10,-0.54%,"112,101","309,004",Z21
7/12/2021,946.8,957.9,945.1,956.0,956.00,13.70,1.45%,"148,333","304,448",Z21
8/12/2021,960.0,964.6,957.4,962.4,962.50,6.50,0.68%,"126,650","310,022",Z21
9/12/2021,964.9,966.0,958.2,962.8,962.80,0.30,0.03%,"112,893","305,851",Z21
13/12/2021,967.9,967.9,960.5,964.9,964.90,2.10,0.22%,"132,462","300,789",Z21
14/12/2021,960.0,967.7,957.2,966.1,966.20,1.30,0.13%,"117,221","300,572",Z21
15/12/2021,967.4,969.3,961.3,963.3,963.30,-2.90,-0.30%,"111,638","307,145",Z21
16/12/2021,968.0,979.7,964.3,978.6,978.40,15.10,1.57%,"169,185","298,188",Z21
17/12/2021,976.5,979.0,973.8,975.5,975.60,-2.80,-0.29%,"110,110","294,780",Z21
20/12/2021,967.7,969.0,953.2,957.7,957.90,-17.70,-1.81%,"179,002","301,170",Z21
21/12/2021,961.0,967.9,958.6,962.5,962.40,4.50,0.47%,"150,127","299,625",Z21
22/12/2021,966.0,967.5,962.5,964.0,963.90,1.50,0.16%,"89,472","270,865",Z21
23/12/2021,967.5,979.4,966.9,974.4,974.30,10.40,1.08%,"173,704","249,083",Z21
24/12/2021,975.0,978.2,972.9,976.2,976.00,1.70,0.17%,"118,928","219,360",Z21
27/12/2021,977.5,978.9,972.4,974.9,974.60,-1.40,-0.14%,"120,396","172,671",Z21
28/12/2021,977.8,986.0,977.4,983.0,982.60,8.00,0.82%,"123,843","83,519",Z21
29/12/2021,979.0,988.9,979.0,987.3,987.30,4.70,0.48%,"33,555","29,525",Z21
30/12/2021,983.0,988.3,982.7,986.8,986.80,3.80,0.39%,"100,015","324,663",H22
4/1/2022,989.5,997.8,986.7,993.4,993.50,6.70,0.68%,"161,737","344,030",H22
5/1/2022,992.2,997.0,992.0,996.5,996.30,2.80,0.28%,"110,000","338,287",H22
6/1/2022,990.5,991.7,977.1,979.4,979.10,-17.20,-1.73%,"236,594","348,415",H22
7/1/2022,980.5,981.8,975.1,977.1,977.30,-1.80,-0.18%,"161,030","357,139",H22
